,id,name,booth,profile,positions,employment types,location,linkedin,twitter,facebook,contact
125,3225,PEER Group,70,"Smart manufacturing starts with factory automation software. PEER Group® provides the largest portfolio of factory automation software products and services to high-volume manufacturers and equipment makers in the semiconductor, photovoltaics (PV) and electronics industries. We help lower the cost of automation for our customers by solving their most challenging equipment automation, data management and process control problems. If you're interested in creating software that will change the face of factory automation, come to PEER Group. Build your career with us.",['Software Developer x2: New Grads or Juniors\r\nSoftware Quality Assurance Specialists x2: New Grads or Juniors\r\nAccounting Intern (co-op)'],"['Full-time|Co-op', 'Internship']",[''],linkedin.com/company/35498/,@PEERGroup_Inc,,HR@peergroup.com
126,3219,Penske Truck Leasing,75,"We don’t just understand our customers’ businesses, we’re embedded in them — and we’re driven to help them succeed every day. We started in 1969 with three locations in Pennsylvania and today we help thousands of customers at more than 1,000+ rental, leasing and logistics locations across the globe. Whether renting a truck to move across town or searching for seamless visibility into complex transportation and supply chain operations – our proprietary online tools and applications save our customers time and money.","['Sales and Operations Management Trainee\xa0\r\nTake charge. Think fast. Move forward. As an SMT in our fast-paced environment, you will use your hard-earned degree to run a business and quickly solve problems for our customers – who will depend on you to achieve success.\xa0Penske will introduce you to our sales processes, leading-edge technology and winning company culture through ongoing training and mentoring to help cultivate the skills and expertise you need to succeed in all aspects of our business']",['Full-time'],"['Eastern Canada', 'Ontario (GTA)', 'Quebec', 'Western Canada']",www.linkedin.com/company/penske-truck-leasing,@PenskeNews,www.facebook.com/penske,"Tamara Folgmann, Recruiter
7405 East Danbro Crecsent, Mississauga, Ontario L5N 6P8
tamara.folgmann@penske.com, 905.819.4715 x226"
127,3123,Primerica,111,"Primerica is the largest independent financial services marketing company in North America with a 40 year proven track record. Listed on the New York Stock Exchange. Buy term and invest the differenceTM is the cornerstone of our consumer-oriented concepts and products. We make a difference in people's lives by providing common sense solutions for middle income families. Whether you want to earn a little extra money part-time*, or start a business**, Primerica offers you the freedom to make your own decisions and is a company you can believe in.","['Business Opportunity Available: Part-time* and Full-time\r\n* Part-time opportunity may be subject to certain restrictions, depending on your occupation.\r\n**Primerica Representatives are independent contractors and are not employees of Primerica.']","['Full-time|Part-time ', ' Casual']","['', 'Ontario (excluding GTA)']",,@,,"96 Rankin Street, Upper Level, Waterloo, Ontario N2V 2B6
Paul Galecki, Representative
pgalecki@primerica.com, 519.747.43636 x25
www.primericacanada.ca"
128,3118,Princeton Holdings Limited,89,"Princeton Holdings Limited is a private holding company that, through its operating companies, provides insurance and risk management solutions to clients. Clients are offered property and casualty, group benefits and retirement services, life and health, and wealth management services to meet their specific needs. The PHL group of companies includes: The Guarantee Company of North America, Frank Cowan Company, Cowan Insurance Group and its subsidiaries: The Williamson Group, Millennium CreditRisk Management, Wentworth Financial Services and Cowan Financial Solutions.","['Insurance Brokers', 'Underwriters', 'Network Administrator', 'Marketing & Communications Student', 'Health and Disability Specialist', 'Customer Service Representatives', 'Human Resource Generalist']",['Full-time|Summer'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/2514989/,@,,"705 Fountain Street North, Cambridge, Ontario N1R 5T2
Lisa Wetzler, Recruitment and Development Specialist
lisa.wetzler@princetonholdings.com, 519.650.6363"
129,3273,Public Service Commission of Canada,63,"GC Jobs - Connecting you to your future. Searching for a summer job, internship or co-op placement? Looking for part-time work during the year? Graduating (or graduated) and seeking a career, not just a job? Whether you want to gain work experience, launch or advance your career with the Government of Canada, it is all possible at GC Jobs - the gateway to career opportunities and recruitment programs with the federal public service. Come and visit us at the fair!","['Students: Are you a full-time college or university student? Every year, thousands of students are hired through the Federal Student Work Experience Program (FSWEP).\xa0 Access year-round, full-time and part-time jobs and get valuable learning opportunities in your field of interest.']","['Full-time|Summer|Co-op', 'Internship|Contract|Part-time ', ' Casual']","['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Quebec', 'Western Canada']",,@jobs_gc,,"GC jobs is your gateway to a variety of career opportunities available with the Government of Canada.  Just click, explore and sign up for job alerts to get job notifications sent to you via email (jobs-emplois.gc.ca).  Follow us on Twitter and Instagram."
130,3346,Qualicom Innovations Inc.,137,"Qualicom Innovations has been a leading software development company since 1998. Based in Toronto, we deliver leading edge IT solutions, predominantly to Fortune 500 companies. Our focus is on enterprise consulting in business and data analytics and systems integration, in addition to customized software solutions. Built on the principles of quality, integrity and growth, Qualicom takes pride in producing creative solutions on time and within budget. Our solutions have won a number of awards in Canada and Hong Kong.","['Data Analyst', 'Development Analyst', 'Web Developer']",['Full-time|Contract'],['Ontario (GTA)'],,@,,
131,3355,Radium Golf Group,128,"The Radium Golf Group owns and operates two exceptional 18-hole golf courses in the incredible setting of Radium Hot Springs, British Columbia. The wide open spaces of the Columbia Valley feature the snow-capped Purcell Mountains to the west and the imposing Rockies to the east. The Radium Course is nestled up against the Rocky Mountains and bordering Kootenay National Park with The Springs Course being set high along the top of the mighty Columbia River.","['Positions available: Turf Care ,Grounds Maintenance', 'Golf Shop Associates', 'Guest Services', 'Culinary and Food & Beverage, Servers', 'Bartenders', 'Snack Bar Attendants', 'On-Course Beverage Carts']",['Full-time'],"['Ontario (excluding GTA)', 'Western Canada']",,@,,"4714 Springs Drive, Radium Hot Springs, British Columbia V0A 1M0
Steve Haggard, Manager & Head Golf Professional
shaggard@radiumgolf.ca, 250.347.6220"
132,3392,Rapid Novor Inc,16,"Rapid Novor Inc. is a Kitchener-Waterloo based biotech company dedicated to developing technologies to significantly improve early stage drug research and development in the bio-pharmaceutical sector. Specializing in the field of mass spectrometry-based proteomics, the Novor team provides antibody protein sequencing solutions to researchers in pharmaceutical companies, contract research organizations and academic research institutions around the globe. Our mission is to advance life science for better human health with next generation protein sequencing.",['Proteomics Scientist (PhD in Chemistry/Biochemistry/Molecular Biology required)\nSales Development Representitive (Bachelor degree required)\nMarketing Coordinator (Bachelor degree required)'],['Full-time|Contract'],[''],www.linkedin.com/company/rapid-novor-inc/,@rapidnovor,www.facebook.com/rapidnovor/,"44 Gaukel Street, 2nd Floor, Kitchener, Ontario N2G 4P3
novor-career@rapidnovor.com"
133,3165,Region of Waterloo,14,"The Region of Waterloo provides innovative leadership and services essential to creating an inclusive, thriving and sustainable community. When you work for the Region you will have the opportunity to contribute to the development of your community and enjoy a rewarding work environment.  Whether you are maintaining our infrastructure, caring for our loved ones or balancing our books, you will be part of an organization that provides the highest possible standard of public service and strives to have a positive impact on the community.",['Summer student opportunities across all departments.\n\r\nPlease visit the Region of Waterloo website at www.regionofwaterloo.ca for current student opportunities.'],['Summer'],"['', 'Ontario (excluding GTA)']",,@,www.facebook.com/RegionWaterloo/,
134,3433,Reynolds and Reynolds,210,"Established in 1866, Reynolds and Reynolds offers the Retail Management System – a complete suite of products and services for automotive dealerships. Reynolds solutions are built as one, to work as one, for all areas of the dealership. While headquartered in Dayton, Ohio, Reynolds has offices all over the world, employing more than 4,300 associates. We offer a variety of opportunities: energizing projects, high-powered teaming, constant learning and professional growth.","['Customer Training Professional', 'Outside Sales Trainee', 'Account Manager Trainee', 'Customer Service Professional']",['Full-time'],"['Eastern Canada', 'Ontario (GTA)', 'Quebec', 'Western Canada']",,@,,
135,3248,RidgeTech Automation Inc.,95,"RidgeTech Automation Inc. is a control systems integrator. From our headquarters in Cambridge, Ontario, we deliver world class designs and software for clients in a wide variety of industries around the globe. Our mission is to deliver the highest quality, most trusted automation solutions in the industry.",['Control Systems Specialist'],"['Full-time|Co-op', 'Internship']",['Ontario (GTA)'],,@,,"250 Royal Oak Road, Cambridge, Ontario N3E 0A4
info@ridgetech.com
www.ridgetech.com"
136,3236,RioCan,113,"RioCan is Canada's largest real estate investment trust with a total enterprise value of approximately $14.6 billion as of March 31, 2017. RioCan owns and manages Canada’s largest portfolio of shopping centres with ownership interests in a portfolio of 300 Canadian retail and mixed use properties, including 15 properties under development, containing an aggregate net leasable area of 46 million square feet. We know that there is a home for every retailer. Whether we find it today or build it for tomorrow, we deliver real vision, solid ground.",[''],"['Full-time|Summer|Co-op', 'Internship']","['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Ontario (excluding GTA)', 'Quebec', 'Western Canada']",www.linkedin.com/company/148204/,@,,
137,3389,Robert Half Canada,40,"At Robert Half we’re committed to helping people find the right career fit and work happy every day. With 325 offices worldwide we have been connecting employers with highly skilled job seekers for nearly 70 years, in the fields of finance, accounting, office and administration, technology and IT, creative, marketing and legal. To learn more, visit us at www.roberthalf.ca/en/work-with-us.","['Staffing Support', 'Office Manager', 'Resource Specialist', 'Staffing Manager', 'Resource Manager.']",['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/1681,@RobertHalf_CAN,www.facebook.com/pages/Robert-Half/182444181913924,"80 King Street South, Suite 206, Waterloo, Ontario N2J 1P5
Mary Schultz, Branch Manager
waterloo@roberthalf.com, 519.884.7741"
138,3388,Rome Transportation,24,"Rome Transportation is a third-party logistics (3PL) company that provides customized transportation solutions to meet the specialized needs of our customers. We offer a unique work environment that fosters team work and continuous growth. Whether you’re an industry expert, or a recent grad, if you are motivated and strive for the best, this is the place for you!","['Sales Executives', 'Account Managers', 'Logistics Coordinators']",['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/879946/,@,www.facebook.com/rometransportation/,"100 Campbell Avenue, Unit 2, Kitchener, Ontario N2H 4X8 
Ayesha Khalid, Talent Acquisition Specialist
akhalid@rometransportation.com, 519.883.8360 x118"
139,3215,"Rothmans, Benson & Hedges - INKOMPASS",30,"Rothmans, Benson & Hedges an affiliate of Philip Morris International is a leading international tobacco company, with a diverse workforce of around 80,000 people who hail from every corner of the globe. We are committed to being a great employer and a good corporate citizen. We strive to be environmentally and socially responsible. A career with RBH Inc. can give you the skills and experience to achieve your professional goals.","['INKOMPASS 2018\r\nAre you curious, adventurous and passionate? Do you enjoy challenges and working in a multi-cultural environment? Are you looking for personal and professional development to get a head start in your career?\xa0\xa0If you believe the above describes you, we are looking for YOU! INKOMPASS is a personalized 2-cycle internship program for students completing their 2nd year and entering their 3rd year in September 2018. The internship will enable you to DISCOVER yourself through challenges and cultural diversity.']",['Summer'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",,@,,
140,3220,Royal Adhesives & Sealants Canada Ltd,91,"Royal is now an H B Fuller Company. JOIN US ON OUR JOURNEY … Few people realize the impact of adhesives. They are everywhere, making virtually any durable or consumer product better. Adhesives have the potential to make the world a better place and H.B. Fuller is tapping adhesives in unique ways to improve a range of global issues. Since 1887, H.B. Fuller has been a leading global adhesives provider focusing on perfecting adhesives, sealants and other specialty chemical products to improve products and lives.","['A variety of full-time, co-op and internship positions are available, including: Chemical Engineering; MBA and Business Management students; Finance & Accounting; Communication, Marketing & Branding; Information Technology; Sales & Technical Service.']","['Full-time|Summer|Co-op', 'Internship']",['Ontario (GTA)'],,@,,"266 Humberline Drive, Toronto, Ontario M9W 5X1
Darlene Baird, Executive Assistant
darlene.baird@rascp.com, 416.679.5676 x237"
141,3394,Royal Canadian Mounted Police,25,"The RCMP offers an exceptional career, letting you make a real difference in your community and your country. No other police force in Canada provides the levels of services and variety offered by the RCMP, as well as opportunities for continued learning and growth.",['Police Officer'],['Full-time'],"['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Quebec', 'Western Canada']",,@RCMPONT,,"345 Harry Walker Parkway South, Newmarket, Ontario L3Y 8S1
Sonia Viveiros, Office Manager
sonia.viveiros@rcmp-grc.gc.ca, 905.953.7548"
142,3334,S&C Electric Company,143,"Headquartered in Chicago, S&C Electric Company has offices around the globe. The Canadian division, S&C Electric Canada Ltd, is located in Toronto at a 250,000 sq. ft. manufacturing facility, with additional sales offices in Calgary and Montreal. Founded in 1911, S&C is a provider of equipment and services for electric power transmission and distribution systems. We specialize in switching and protection systems, Smart Grid applications, and Microgrids.",['Technical Application Specialist (New Graduates or Graduating students of an Electrical Engineering Program)\nMechanical Designer (New Graduates\xa0or Graduating students of a Mechanical Engineering Technology Program)\nComputer\xa0Engineering Co-op Students\nMechanical Engineering Co-op Students\nInformation Technology Co-op Students (College)'],"['Full-time|Co-op', 'Internship']",['Ontario (GTA)'],www.linkedin.com/company/s&c-electric-company/,@SandC_US,www.facebook.com/SandCelectric,
143,3304,SAP Canada,162,"SAP is the world’s leading provider of enterprise applications, cloud services, analytics, mobile and database. Our mission is to help the world run better and improve people’s lives. We’re doing that by bringing cutting-edge technology to life for some of the world’s most influential companies. SAP is at the center of today’s business and technology revolution and helps streamline processes to use live data to predict customer trends – live and in the moment. If you’re looking for the opportunity to stand out, look into SAP!","['Various technical entry level and intern positions\xa0available including software development, database developer, web development, cloud operations, analytics and big data.']","['Full-time|Summer|Co-op', 'Internship']","['Ontario (GTA)', 'Quebec', 'Western Canada']",www.linkedin.com/company/1115/life/,@lifeatsap,www.facebook.com/lifeatsap,"445 Wes Graham Pkwy, Waterloo, Ontario N2L 6R2"
144,3431,Schaefer Systems International,28,"Schaefer Systems International provides storage, materials handling, logistics and waste technology solutions to businesses throughout North America. We design and manufacture state-of-the-art intralogistic storage and picking solutions for all types of industries as well as plastic containers, pallets and waste and recycling carts. Headquartered in Charlotte, North Carolina, Schaefer Systems International is part of the SSI SCHAEFER Group, a global leader in logistics and materials handling founded in 1937 with offices and plants in over 50 different countries.","['Software Developer', 'Software Engineer', 'Software PLC Controller']",['Full-time'],"['Ontario (GTA)', 'Quebec']",www.linkedin.com/company/ssischaefer,@,www.facebook.com/ssi.schaefer.us/,"140 Nuggett Court, Brampton Ontario L6T 5H4
Sarah Bhairo, HR Generalist
Sarah.Bhairo@ssi-schaefer.com, 905.458.5399"
145,3400,Schaeffler Canada Inc.,37,"The Schaeffler Group is a global automotive and industrial supplier. Top quality, outstanding technology and exceptionally innovative spirit form the basis for the continued success of the company. By delivering high-precision components and systems in engine, transmission and chassis applications, as well as rolling and plain bearing solutions for a large number of industrial applications, the Schaeffler Group is already shaping “Mobility for tomorrow” to a significant degree.","['Group Engineers\r\nSupply Chain/Logistics Interns (4-8 months)\r\nProduction Operators, full-time: CNC machining', 'Assembly', 'NDT Inspection\r\nSummer Student positions (May- September):\xa0Production Operator, counts for 1st year work term for engineering programs -\xa0Human Resources/Safety Coop']","['Full-time|Summer|Co-op', 'Internship']","['', 'Ontario (excluding GTA)']",,@,,"Human Resources 
strfdhr@schaeffler.com, 519.271.3231 x427"
146,3246,Schneider Electric,69,"Schneider Electric is the global specialist in energy management and automation. Our 160,000+ employees serve customers in over 100 countries, helping them to manage their energy and process in ways that are safe, reliable, efficient and sustainable. From the simplest of switches to complex operational systems, our technology, software and services improve the way our customers manage and automate their operations. Our connected technologies reshape industries, transform cities and enrich lives. At Schneider Electric, we call this Life Is On.","['Schneider Electric’s Commercial Leadership Program.\xa0Program requirements: Electrical or Mechanical Engineering graduates.\r\nOur Rotational Program is available to recent University grads with diverse backgrounds and is designed to attract the best talent, evaluate and develop future employees, and provide a well-rounded experience.\xa0During this Program you will gain exposure in 3 main areas of our business over a 2-3 year period and\xa0will become a permanent employee who will work and gain experience in areas such as Quotations, and Sales and Marketing.']","['Full-time|Summer|Co-op', 'Internship|Contract|Part-time ', ' Casual']","['Eastern Canada', 'Ontario (GTA)', 'Quebec', 'Western Canada']",linkedin.com/company/schneider-electric,@SE_Careers,facebook.com/schneiderelectriccareers,
147,3437,Scotlynn Commodities,206,"Scotlynn is a premier transportation and logistics provider, specializing in hauling time sensitive refrigerated produce, with the use of state-of-the-art equipment. With expansion into the United States Scotlynn has become one of the fastest growing asset-based logistics companies in North America.","['Scotlynn Group is seeking to fill one full-time position for a Logistics Account Manager located at our offices in Vittoria and Oakville Ontario. The Logistics Account Manager position is for aspiring sales professionals with a strong drive to succeed. Logistics Account Managers will be provided with the knowledge, skills and abilities necessary to perform successfully and grow professionally. With guided training and mentoring, you will learn all facets of the transportation and logistics industry and develop a strong set of skills to surpass competition and build your business.']",['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",,@,,"Jon Moyer, Business Development
jmoyer@scotlynn.com, 800.263.9117 x2028"
148,3180,Scribd,152,"Launched in 2007, Scribd's evolving ebooks library and publishing platform brings its readers over one million selections of leading literary works and documents from every imaginable genre. Partnered with major publishers across many industries, Scribd offers both new releases and classics, with personalized recommendations from its editorial experts for subscribers and reading enthusiasts.","['Backend\xa0Software Engineer', 'DevOps Engineer', 'Machine Learning/Algorithms Engineer', 'Infrastructure Engineer', 'Ruby on Rails Engineer']",['Full-time'],"['Ontario (excluding GTA)', 'U.S.']",www.linkedin.com/company/129665/,@Scribd,www.facebook.com/Scribd/,"333 Bush Street, Suite 2400, San Francisco, California 94104 USA
university@scribd.com"
149,3156,Septodont,107,"Septodont is a leading manufacturer of dental pharmaceuticals and medical devices. The French-based company employs over 1,800 people. We have six manufacturing plants in France, India, North and South America, and an international distribution network that is dedicated to serving the needs of dental professionals in more than 150 countries. Our core values are Ethics and Transparency, Serving Our Customers, Respecting and Developing Our People, Excellence and High Performance, Innovation and Quality.",[''],[''],[''],,@,,
150,3319,SNC-Lavalin,197,"Founded in 1911, SNC-Lavalin is a global fully integrated professional services and project management company and a major player in the ownership of infrastructure. From offices around the world, SNC-Lavalin's employees are proud to build what matters. Our teams provide comprehensive end-to-end project solutions – including capital investment, consulting, design, engineering, construction, sustaining capital and operations and maintenance – to clients in oil and gas, mining and metallurgy, infrastructure and power.",['TBD'],"['Full-time|Summer|Co-op', 'Internship|Contract|Part-time ', ' Casual']",['Ontario (GTA)'],,@,,
151,3158,Sofina Foods Inc.,"191






190","Sofina Foods Inc. is a privately owned Canadian company, headquartered in Markham dedicated to providing great tasting, high quality food products for consumers. As one of the nation's leading manufacturers of primary and further processed food products, we are always looking to the future. Sofina Foods has a broad portfolio of branded and private label pork, beef, turkey and chicken products. Sofina's family of branded products consists of: Lilydale, Janes, Mastro, San Daniele, Fearmans Pork, Fletcher's, Vienna, Cuddy, Quality Meats, San Benedetto, Rio Mare and Lavazza.","['Engineering', 'Information Technology', 'R&D', 'Supply Chain', 'Operations Management', 'Quality Assurance']",[''],[''],https://www.linkedin.com/company/1268032/,@,,"100 Commerce Valley Drive West, 9th Floor, Markham, Ontario L3T 0A1
905.747.3333"
152,3311,SOTI,80,,"['Software Developer', 'Senior Software Developer', 'Back End Developer', 'Front End Developer', 'Full-Stack Developer', 'OEM Relationship Manager', 'Development Manager', 'Product Marketing Manager', 'Inside Sales Specialist', 'Account Manager', 'Quality Assurance Specialist', 'Senior Quality Assurance Specialist']",['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/600561/,@SOTI_Inc,www.facebook.com/soti.net/,"5770 Hurontario Street, Mississauga, Ontario L5R 3G5
Mital Patel, Manager, Talent Acquisition
mital.patel@soti.net, 647.710.0141"
153,3430,Stackpole International,203,Stackpole International is a premier world manufacturer of innovative engine and transmission pumps and powder metal components to the global automotive marketplace.,"['Summer Students', 'Production Operator', 'CNC Setter Operator', 'Manufacturing Engineer', 'Automation Engineer', 'Millwright', 'Engineering Co-op', 'Automation Co-op']","['Full-time|Summer|Co-op', 'Internship|Contract']",[''],,@,,"128 Monteith Avenue, Stratford, Ontario N5A 2P5
Michelle Barnes, HR Administrator
pmdshr@stackpole.com, 519.271.6060 x7335"
154,3278,StackTeck Systems Ltd,53,"StackTeck is a Global provider of sophisticated integrated plastic tooling solutions for the injection molding industry. From product and mold design to complete systems integration, StackTeck develops injection molds and systems, which provides the most effective and efficient production solutions in the industry. Through technical innovation in mold bases, quick product change and multi-level stack molds, StackTeck differentiates itself by delivering higher productivity to the Caps, Closures, Thin Wall Packaging, Technical and Medical markets.","['Operations (General) Department:\xa0Junior Mold Assembly Trainee', 'Surface Grinder Trainee', 'CNC Lathe Hard Turning Operator', 'CNC Lathe Roughing', 'High Speed Mill', 'Jig Bore Operator', 'Boring Mill Operator', 'Maintenance Technician', 'Material Handler', 'CMM\xa0Quality Inspector\r\n\xa0\r\nEngineering Department:\xa0Intermediate Mold Designer', 'Senior Mold Designer', 'Application Designer', 'CAM Programmer']",['Full-time'],['Ontario (GTA)'],https://www.linkedin.com/company/809179/,@,,"Scott Docherty, Talent Acquisition Specialist
career@stackteck.com, 905.463.5020
www.linkedin.com/in/scott-docherty
www.stackteck.com"
155,3226,Staples Canada,112,"Staples makes it easy to make more happen with more products and more ways to shop. Through its world-class retail, online and delivery capabilities, Staples lets customers shop however and whenever they want, whether it’s in-store, online or on mobile devices. Staples offers more products than ever, such as technology, facilities and break room supplies, furniture, safety supplies, medical supplies and copy and print services.","['At any given time, we may have a few opportunities\xa0 available in our retail stores and Head Office.\r\n• Retail Management, retail supervisory, retail hourly part-time and full-time in stores across Canada.\r\n• Corporate opportunities in Richmond Hill, Ontario.\r\n• Co-op and Internships in Richmond Hill, Ontario.']","['Full-time|Summer|Co-op', 'Internship|Part-time ', ' Casual']","['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Quebec', 'Western Canada']",,@,,"6 Staples Avenue, Richmond Hill, Ontario L4B 4W3
905.737.1147
www.careers.staples.ca, www.staples.ca"
156,3145,Sun Life Financial,134,"Serving Canadians for over 150 years, our business has been to help our customers achieve lifetime financial security. Our innovative technology, strong distribution network and long-standing relationships with some of Canada's largest employers have made us an industry leader. We have financial centres across the country, and our advisiors form the largest exclusive life, heatlh and wealth insurance distribution network in Canada. We provide an array of trusted products and services that put our customers and their needs first.","['SUN LIFE FINANCIAL ADVISOR:\xa0 The opportunity to grow and build your own financial services practice, enjoy independence, freedom, flexibility and recognition for your successes. Limited only by how much you are willing to put into it, Advisors share a proud 150-year history of providing financial security solutions to millions of Canadians. Sun Life Financial advisors sell health insurance, life insurance and investments to individuals and groups. In this way, they enjoy meaningful work by helping to ensure the financial health of their clients.']",['Full-time'],"['', 'Ontario (excluding GTA)']",,@,,"94 Bridgeport Road East, Waterloo N2J 2J9
Janet Steffler, Recruiting CoOrdinator
Janet.Steffler@sunlife.com, 519.885.4000"
157,3398,Synopsys,177,"Smart, Secure Everything—Synopsys technology is at the heart of innovations that are changing the way we live and work. New technologhy is ushering in the era of Smart, Secure Everything―where devices are getting smarter, everything’s connected and everything must be secure. Powering this new era of technology are advanced silicon chips, which are made even smarter by the remarkable software that drives them. Synopsys is at the forefront with the world’s most advanced tools for silicon chip design, verification, IP integration and application security testing.","['Internship positions and full-time new graduate roles: Hardware Engineer', 'Software Engineer', 'Application Engineer']","['Full-time|Summer|Co-op', 'Internship']","['Eastern Canada', 'Ontario (GTA)', 'Western Canada', 'U.S.']",www.linkedin.com/company/2457/,@synopsys,www.facebook.com/Synopsys/,
158,3374,TalentEgg,157,"TalentEgg.ca is Canada’s most popular job sites and online career resources for students and recent graduates. Since 2008, TalentEgg has helped millions of students and recent grads hatch their careers and worked with hundreds of Canadian employers to successfully attract top Gen Y talent to join their organizations.",[''],"['Summer|Co-op', 'Internship']",['Ontario (GTA)'],www.linkedin.com/company/327449/,@talentegg,www.facebook.com/TalentEgg/,"172 King Street East, Toronto, Ontario M5A 1J3
Natasha Reichen, Director of Operations
natasha@talentegg.ca, 416.875.8055"
159,3405,Tangam Gaming Inc.,176,"Tangam Systems is the global leader in table games optimization software, trusted by casinos to maximize profit on over 4,000 tables worldwide. Launched in 2010, Tangam’s yield management software turns data into actions to optimize spread planning, game mix and dynamic management for table games.",['Algorithms Engineer\nManager of Analytics & Optimization\nSenior Business Analyst\nSupport Engineer\nTechnical Account Manager'],"['Full-time|Co-op', 'Internship']",[''],www.linkedin.com/company/155517/,@TangamSystems,,
160,3358,TAO Solutions Inc.,51,"TAO Solutions is the leading Canadian vendor of dynamic structured finance software solutions designed to assist banks and financial institutions with the intractable challenges of interfacing asset portfolios to capital markets funding. Our suite of tools provide robust functionality, allowing users to efficiently manage assets, structure liabilities and perform all necessary on-going reporting and administration within contemporary regulatory and accounting frameworks. TAO is at the leading-edge of developments within structured finance, asset funding and information technology.","['Software Developer (WPF / C# / T-SQL)', 'Software Developer (Asp.Net Core WepAPI / C# / Angular 5 / T-SQL)']",['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/886885/,@,,
161,3408,TD Bank,103,"The Toronto-Dominion Bank and its subsidiaries are collectively known as TD Bank Group (TD). TD is the sixth largest bank in North America by branches and serves approximately 22 million customers in a number of locations in key financial centres around the globe. Over 85,000 TD employees represent the strongest team in banking. Delivering legendary customer experiences is who we are and is part of being the Better Bank. Visit our Careers page to learn more about TD and why TD is a great place to work.","['Customer Service Representative', 'Client Care Representative', 'Financial Services Representative', 'Financial Advisor', 'Management Trainees']","['Full-time|Summer|Contract|Part-time ', ' Casual']",['Ontario (GTA)'],ca.linkedin.com/company/td,@,,
162,3307,Teledyne DALSA,193,"Teledyne DALSA technology is out of this world. Join us on the edge of innovation.
If you want to join a company that exists for the long-term, then look no further; Teledyne DALSA is where you want to be! We have led the evolution of digital imaging for over a quarter century and have earned the reputation as a global leader in high performance imaging and semiconductors. Our employees and partners are committed to enabling industry, art and exploration through innovative technology. We are a dynamic, growing company that exists to create innovative technology.",[''],[''],['Ontario (GTA)'],www.linkedin.com/company/163333/,@,www.facebook.com/teledynedalsa/,"605 McMurray Road, Waterloo, Ontario N2V 2E9
Sue Benoit, HR Generalist
sue.benoit@teledyne.com, 519.886.6000"
163,3242,The Sherwin-Williams Company,131,"Founded in 1866, The Sherwin-Williams Company is a global leader in the manufacture, development, distribution and sale of paints, coatings and related products to professional, industrial, commercial and retail customers. The company manufactures products under well-known brands such as Sherwin-Williams®, Valspar®, HGTV HOME® by Sherwin-Williams, Dutch Boy®, Krylon®, Minwax®, Thompson’s® Water Seal®, Cabot® and many more.","['Management/Sales Training Program', 'Sales Internship', 'Sales Associate', 'Driver', 'Warehouser', 'Decorative Product Specialist']","['Full-time|Summer|Co-op', 'Internship|Part-time ', ' Casual']","['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Quebec', 'Western Canada']",www.linkedin.com/company/10177223/,@,,"418 North Service Road East, Oakville, Ontario L6H 5R2 
Christina Lebuffe, Recruiter
christina.lebuffe@sherwin.com, 905.849.2908"
164,3279,Think Research,78,"Think Research is changing the way healthcare's delivered - no, really! - and not in the Buckley's ""tastes awful but it works"" kind of way. We are building software to give clinicians the information they need to treat patients better and faster. Why Us? It's not every day you get to change the way your friends and family are cared for. Our culture is one of the things we're most proud of--our fun, freindly and talented team will become your second family! Did we mention we're located in the core of Downtown Toronto?","['Learn more at\xa0www.thinkresearch.com/ca/company/careers/engineering/.\xa0\r\n\r\n\nEngineering Co-op Students for the Summer Waterloo Co-op Term (\xa0May 14th\xa0start):\xa04 month co-ops for the summer\nGraduates/Alumni: Ruby Developers, Software Developers (full time)']","['Full-time|Co-op', 'Internship|Contract']","['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/1590921/,@TRChealth,www.facebook.com/TRChealth/,"156 Front Street West, 5th Floor, Toronto, Ontario M5J 2L6
416.977.1955
www.thinkresearch.com/ca"
165,3288,Thompsons Limited,170,"Thompsons recognizes innovative employees as its greatest asset. Thompsons is an agribusiness and supplier of value-added agricultural products and services to Ontario producers and provides localized grain handling facilities. Thompsons also purchases, processes, packages and ships food grade soybeans, edible beans, organics and commercial grains to domestic and export markets worldwide. Thompsons contracts with both growers and food processors to match supply and market demand for safe, quality, food products.",[''],[''],[''],,@,,
